,Name,Type,Rating,Delivery Time,Price
2961,FoodsFactory,Snacks,3.2,30 MINS,100 FOR TWO
2962,Pizza Castle,"Pizzas, Fast Food, Pastas",--,28 MINS,300 FOR TWO
2963,Hotel Anuved,"North Indian, Mughlai, Chinese",--,33 MINS,300 FOR TWO
2964,SHUBHYANTI PURE VEG RESTAURANT,Indian,--,31 MINS,250 FOR TWO
2965,Angoor Family Restaurant,"North Indian, Chinese, Seafood",4.1,34 MINS,600 FOR TWO
2966,Panjabi Dhaba,"North Indian, Tandoor, Biryani, Thalis, Beverages, Desserts",--,37 MINS,600 FOR TWO
2967,Aryas Ice Cream Parlour,"Ice Cream, Beverages",--,31 MINS,150 FOR TWO
2968,Pokket Pizza,"Pizzas, Fast Food, Beverages",--,39 MINS,300 FOR TWO
2969,AKSHAY CHINESE CENTER,Chinese,3.7,29 MINS,250 FOR TWO
2970,Hotel Jagdamba,"Indian, Biryani",--,38 MINS,600 FOR TWO
2971,Hotel Vijayraj,Chinese,--,32 MINS,250 FOR TWO
2972,VAISHALI BHEL,"Chaat, Snacks, Fast Food, Beverages",4.3,34 MINS,150 FOR TWO
2973,The Spice Delight,"Indian, Beverages",--,29 MINS,500 FOR TWO
2974,new pizza hut,"Pizzas, Fast Food, Beverages",--,36 MINS,300 FOR TWO
2975,Eat Well,"Snacks, Desserts",--,27 MINS,200 FOR TWO
2976,Assal Amravati Mh27,"North Indian, Maharashtrian, Snacks, Beverages, Tandoor",4.0,18 MINS,200 FOR TWO
2977,THE STREET ROLLS,"Chinese, Beverages",--,36 MINS,200 FOR TWO
2978,Kondhalkar Mastani House,"Beverages, Ice Cream",4.2,31 MINS,200 FOR TWO
2979,Havmor Havfunn Ice cream,"Ice Cream, Ice Cream Cakes, Desserts, Beverages",4.5,29 MINS,200 FOR TWO
2980,Big Bowl Company,"North Indian, Chinese, Tibetan, Desserts",4.1,24 MINS,300 FOR TWO
2981,Pizza & Soup,"Italian, Pizzas, Fast Food",--,24 MINS,500 FOR TWO
2982,Darshan,"Italian, Chinese, Continental, Desserts, Chaat, Indian, North Indian, Juices, Me...",4.5,32 MINS,550 FOR TWO
2983,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",4.6,18 MINS,300 FOR TWO
2984,Mathura Pure Veg,"Maharashtrian, Street Food, Fast Food",4.1,37 MINS,400 FOR TWO
2985,Foodaholic,"Chinese, Fast Food, Indian",--,39 MINS,200 FOR TWO
2986,Cake N Flake By Bakester,"Bakery, Desserts",--,37 MINS,800 FOR TWO
2987,S Kumar Wadewale,Indian,--,27 MINS,200 FOR TWO
2988,Maharaja Biryani,Biryani,--,39 MINS,300 FOR TWO
2989,Mahabaleshwar Point,"Desserts, Ice Cream, Beverages, Juices",4.0,24 MINS,300 FOR TWO
2990,SOUK by Cafe Arabia,"Lebanese, Middle Eastern, Mediterranean",4.4,23 MINS,500 FOR TWO
2991,Henny's Gourmet,Desserts,4.7,35 MINS,200 FOR TWO
2992,China Town,Chinese,--,26 MINS,250 FOR TWO
2993,Tasty Punjab Salunke Vihar,"North Indian, Punjabi, Chinese, Biryani, Tandoor, Thalis, Street Food",4.0,26 MINS,300 FOR TWO
2994,Kimling,"Chinese, Thai, Pan-Asian, Seafood, Desserts",4.2,36 MINS,500 FOR TWO
2995,Bombay Seekh Paratha,Mughlai,4.1,25 MINS,200 FOR TWO
2996,Kunafa World,Desserts,4.2,30 MINS,250 FOR TWO
2997,Brew Culture,Beverages,4.7,21 MINS,200 FOR TWO
2998,Bliss Bakery & Cafe,"Desserts, Bakery",4.3,23 MINS,350 FOR TWO
2999,CIRCLE OF CRUST,"Pizzas, Beverages, Snacks",4.1,29 MINS,500 FOR TWO
3000,Jazz Pizza,"Italian, Pizzas",4.1,30 MINS,300 FOR TWO
3001,The Garage Grill,"Mughlai, Street Food",4.3,28 MINS,400 FOR TWO
3002,Ottoman Eats,"Lebanese, Kebabs, Beverages",4.1,22 MINS,300 FOR TWO
3003,Best Belgian waffle,"Bakery, Desserts, Beverages",4.0,25 MINS,300 FOR TWO
3004,Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.9,26 MINS,200 FOR TWO
3005,The J,"American, Snacks, Desserts",4.3,19 MINS,300 FOR TWO
3006,Natraj Bhel & Chat House,"Street Food, Chaat, Snacks",4.3,18 MINS,150 FOR TWO
3007,Hotel Sarvoday,"North Indian, South Indian, Chinese",4.1,21 MINS,350 FOR TWO
3008,Shahi Dawat,"North Indian, Chinese",3.8,19 MINS,550 FOR TWO
3009,Bengali Sweets And Foods,"Bengali, Sweets",4.2,21 MINS,250 FOR TWO
3010,The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",4.0,21 MINS,250 FOR TWO
3011,Shree Sai Krupa Veg-Nonveg Restaurant,"Indian, Chinese, Snacks, Biryani, Tandoor",4.2,25 MINS,500 FOR TWO
3012,Veera Da Chaap,"Chinese, Tandoor",4.3,20 MINS,300 FOR TWO
3013,Bread Story,Bakery,4.5,14 MINS,350 FOR TWO
3014,Wild Sugar,"Desserts, Bakery, Fast Food, Beverages",4.4,17 MINS,400 FOR TWO
3015,Arabian Bites,"Arabian, Lebanese, Fast Food, Snacks",4.4,18 MINS,300 FOR TWO
3016,Sweet Truth - Cake and Desserts,"Bakery, Desserts",4.3,20 MINS,450 FOR TWO
3017,Rajdhani,"Gujarati, Rajasthani, North Indian",3.9,31 MINS,400 FOR TWO
3018,The Crunch Affair,"Fast Food, Snacks",4.6,21 MINS,300 FOR TWO
3019,ONESTA,"Desserts, Bakery",4.0,22 MINS,200 FOR TWO
3020,Atmosphere 6,"North Indian, Chinese, Italian",4.0,26 MINS,1600 FOR TWO
3021,Shiv Sagar,"North Indian, Chinese, Italian, South Indian, Mexican",4.3,32 MINS,500 FOR TWO
3022,Cafe Old Skool,Desserts,4.6,24 MINS,300 FOR TWO
3023,Yolkshire,"American, Italian, Salads, Desserts, Beverages",4.4,28 MINS,400 FOR TWO
3024,Bebe Di Rasoi - Punjabi,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.0,34 MINS,300 FOR TWO
3025,Hotel Sangam Khandesh Katta,Maharashtrian,4.2,28 MINS,400 FOR TWO
3026,The Blue Plate,"Continental, European",4.3,30 MINS,400 FOR TWO
3027,Jamie's Pizzeria by Jamie Oliver,"Pizzas, Salads, Desserts, Snacks, Beverages",--,34 MINS,800 FOR TWO
3028,Starbucks Coffee,"Beverages, Ice Cream",4.3,38 MINS,400 FOR TWO
3029,Hotel Chandrama,"Chinese, Fast Food, Beverages",4.3,32 MINS,300 FOR TWO
3030,TWO GOOD,Indian,4.5,38 MINS,1200 FOR TWO
3031,Dadu's Sweet Emporio,"Desserts, Healthy Food, Sweets, Bakery",4.5,25 MINS,600 FOR TWO
3032,Burger 69 & More by Burger Barn,American,--,31 MINS,450 FOR TWO
3033,Kerala Restaurant,"Kerala, South Indian",4.3,27 MINS,200 FOR TWO
3034,The Burger Barn Cafe,"American, Beverages",4.1,32 MINS,450 FOR TWO
3035,Marrakesh,"Lebanese, Arabian, Afghani, Mughlai, Mediterranean, North Indian, Biryani, Kebab...",3.9,32 MINS,350 FOR TWO
3036,Radhika Veg Restaurant,"North Indian, South Indian, Chinese",4.0,29 MINS,500 FOR TWO
3037,Simply South,"South Indian, North Indian",3.9,21 MINS,250 FOR TWO
3038,Cloud khichdi,"North Indian, Punjabi, Maharashtrian, Gujarati",4.2,23 MINS,250 FOR TWO
3039,Dadu's Sweet Emporio,"Sweets, Desserts",4.5,17 MINS,500 FOR TWO
3040,Jayesh A1 Sandwiches,"Fast Food, Pizzas, Burgers, Beverages",4.3,20 MINS,200 FOR TWO
3041,Kalyan Bhel,"Chaat, South Indian",4.3,16 MINS,200 FOR TWO
3042,Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4.0,24 MINS,200 FOR TWO
3043,Cafe Arosha,"Fast Food, Burgers",--,19 MINS,300 FOR TWO
3044,Kinara's Maratha Darbar,"Biryani, South Indian, North Indian",4.1,22 MINS,400 FOR TWO
3045,KAKA HALWAI SWEET CENTRE,"Sweets, Snacks",--,17 MINS,300 FOR TWO
3046,Crazy Momos,"Chinese, Continental",4.3,25 MINS,200 FOR TWO
3047,Ganesh bhel and Farsan,Snacks,3.7,20 MINS,200 FOR TWO
3048,Hotel Asha,"North Indian, Chinese",4.3,23 MINS,500 FOR TWO
3049,Shree Chinese pure veg,Chinese,--,26 MINS,100 FOR TWO
3050,Palavi,"Mughlai, North Indian, Chinese, Fast Food",4.3,21 MINS,350 FOR TWO
3051,Eatsome- Wraps & Rolls,"North Indian, Street Food, Biryani, Snacks, Beverages",4.3,19 MINS,300 FOR TWO
3052,Cafe Momos,Fast Food,4.1,19 MINS,200 FOR TWO
3053,The Spice Delight,"Indian, Beverages",--,34 MINS,500 FOR TWO
3054,new pizza hut,"Pizzas, Fast Food, Beverages",--,36 MINS,300 FOR TWO
3055,Eat Well,"Snacks, Desserts",--,32 MINS,200 FOR TWO
3056,Assal Amravati Mh27,"North Indian, Maharashtrian, Snacks, Beverages, Tandoor",4.0,21 MINS,200 FOR TWO
3057,THE STREET ROLLS,"Chinese, Beverages",--,31 MINS,200 FOR TWO
3058,Kondhalkar Mastani House,"Beverages, Ice Cream",4.2,29 MINS,200 FOR TWO
3059,Skol,"Continental, Indian, Pan-Asian",--,39 MINS,700 FOR TWO
3060,Havmor Havfunn Ice cream,"Ice Cream, Ice Cream Cakes, Desserts, Beverages",4.5,24 MINS,200 FOR TWO
3061,Big Bowl Company,"North Indian, Chinese, Tibetan, Desserts",4.1,21 MINS,300 FOR TWO
3062,Pizza & Soup,"Italian, Pizzas, Fast Food",--,24 MINS,500 FOR TWO
3063,M B Biryani House,Biryani,--,37 MINS,250 FOR TWO
3064,Darshan,"Italian, Chinese, Continental, Desserts, Chaat, Indian, North Indian, Juices, Me...",4.5,27 MINS,550 FOR TWO
3065,Mathura Pure Veg,"Maharashtrian, Street Food, Fast Food",4.1,35 MINS,400 FOR TWO
3066,Bhiwandi Darbar,"North Indian, Indian, Chinese, Biryani",--,36 MINS,700 FOR TWO
3067,Cake N Flake By Bakester,"Bakery, Desserts",--,39 MINS,800 FOR TWO
3068,Iceberg Organic Icecreams By EatFit,Ice Cream,--,37 MINS,200 FOR TWO
3069,Darshan,"Italian, Chinese, Continental, Desserts, Chaat, Indian, North Indian, Juices, Me...",4.5,22 MINS,550 FOR TWO
3070,MURLIDHAR VEG,"North Indian, Chinese, South Indian",--,31 MINS,300 FOR TWO
3071,La Pino'z Pizza,"Pizzas, Italian, Beverages, Snacks, Desserts",3.4,27 MINS,400 FOR TWO
3072,Hotel Malwani Solkadi,Maharashtrian,3.0,24 MINS,500 FOR TWO
3073,Tummy Delights,"Arabian, Chinese",--,30 MINS,300 FOR TWO
3074,Sri Murlidhar Veg Thali,"Maharashtrian, Gujarati, Rajasthani",4.4,19 MINS,200 FOR TWO
3075,Kondhalkar Mastani House,"Beverages, Ice Cream",4.2,20 MINS,200 FOR TWO
3076,Sam And Sam Burger,"American, Fast Food, Pizzas",--,27 MINS,200 FOR TWO
3077,UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.9,30 MINS,300 FOR TWO
3078,Abhishek Veg Restaurant,"North Indian, Chinese",4.3,30 MINS,500 FOR TWO
3079,Wadeshwar (Bajirao road),"South Indian, Snacks, Street Food, Beverages",4.6,20 MINS,350 FOR TWO
3080,Malhar Assal Kolhapuri,"Maharashtrian, North Indian",--,30 MINS,450 FOR TWO
3081,HOTAL SHIVSHAHI,"Indian, Thalis, Biryani, Seafood",--,29 MINS,400 FOR TWO
3082,Solapuri Foods	,"Indian, Snacks",--,27 MINS,150 FOR TWO
3083,Burger King,"Burgers, American",4.1,40 MINS,350 FOR TWO
3084,Saffron Vegetarian,"North Indian, Chinese, South Indian, Fast Food",4.4,29 MINS,500 FOR TWO
3085,AHF MENU,"Indian, Beverages",--,37 MINS,100 FOR TWO
3086,Brahma Garden,"North Indian, South Indian, Chinese, Juices, Biryani, Punjabi",4.3,31 MINS,350 FOR TWO
3087,Hash Tag Masala,North Indian,4.1,31 MINS,200 FOR TWO
3088,Savi's Kitchen,"Maharashtrian, South Indian, Chaat, Snacks",4.4,35 MINS,200 FOR TWO
3089,D's Biryani House,Biryani,--,30 MINS,500 FOR TWO
3090,Garva Biryani,"Biryani, Indian",3.8,24 MINS,400 FOR TWO
3091,JM Housefull Paratha and Pure Veg Restaurant,"North Indian, Chinese, Thalis, Desserts",4.3,31 MINS,200 FOR TWO
3092,Global Punjab,"North Indian, Mughlai, Biryani, Chinese, Kebabs, Tandoor, Beverages",4.1,36 MINS,500 FOR TWO
3093,Mandarin Oak- The Heavenly Chinese,"Chinese, Oriental, Pan-Asian, Snacks",4.1,33 MINS,350 FOR TWO
3094,Good Luck Cafe,"Cafe, North Indian, South Indian, Chinese, Biryani, Fast Food",--,26 MINS,300 FOR TWO
3095,Dad's kitchen,Biryani,--,31 MINS,360 FOR TWO
3096,LunchBox - Meals and Thalis,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.1,29 MINS,200 FOR TWO
3097,Crazy momos,"Continental, Italian",4.2,29 MINS,200 FOR TWO
3098,Samruddhi Restaurant,"Biryani, Malwani, North Indian, Chinese",4.4,30 MINS,350 FOR TWO
3099,NIC Ice Creams,"Ice Cream, Desserts",4.7,24 MINS,120 FOR TWO
3100,Bhavvesh Pure Veg,"North Indian, South Indian, Chinese, Desserts, Beverages",4.3,32 MINS,250 FOR TWO
3101,Neha's Yummy Cafe,Fast Food,--,27 MINS,250 FOR TWO
3102,Aatithya,"North Indian, Chinese, Tandoor, Fast Food, Beverages",--,27 MINS,350 FOR TWO
3103,Granny Ammaas Cake,"Desserts, Bakery",3.7,29 MINS,300 FOR TWO
3104,Rolls Mania,Fast Food,4.3,27 MINS,200 FOR TWO
3105,Malhar Khanaval,"Maharashtrian, Thalis, Biryani, Indian, Beverages, Seafood",3.2,22 MINS,200 FOR TWO
3106,Haldiram's Restaurant,"Chaat, North Indian, South Indian, Fast Food, Beverages, Desserts",4.3,26 MINS,300 FOR TWO
3107,Hotel Yatrik,"Indian, South Indian",4.0,29 MINS,500 FOR TWO
3108,Bamboo House,"Mughlai, North Indian, Continental",4.4,27 MINS,1000 FOR TWO
3109,Sukanta,Maharashtrian,3.9,26 MINS,700 FOR TWO
3110,Rajeshwari Snacks,"Snacks, South Indian, Beverages",--,27 MINS,200 FOR TWO
3111,The Momo Panda,"Fast Food, Tibetan",4.2,29 MINS,200 FOR TWO
3112,Firangi Bake,"Italian, Mexican, Pastas",4.3,28 MINS,400 FOR TWO
3113,Nawabi Zaika,"Chinese, North Indian, Biryani",3.5,24 MINS,550 FOR TWO
3114,Poona Cafe,"North Indian, Chinese, South Indian",4.4,29 MINS,200 FOR TWO
3115,Red Panda Chinese,Chinese,--,31 MINS,200 FOR TWO
3116,Hotel Atithi Pure Veg,"Chinese, Indian, Tandoor, Snacks, Beverages",--,26 MINS,380 FOR TWO
3117,Ambat God,"North Indian, Chinese, South Indian, Fast Food, Pizzas, Chaat",--,29 MINS,300 FOR TWO
3118,Isha Restaurant,"North Indian, Chinese, Beverages, Desserts",4.1,26 MINS,300 FOR TWO
3119,Gurudatta chinese ,Chinese,--,26 MINS,200 FOR TWO
3120,Cafe dear,"Italian, Fast Food, Beverages",3.9,36 MINS,80 FOR TWO
3121,R.K's Kitchen,Indian,--,34 MINS,200 FOR TWO
3122,Thorat s Baarbeque Misal and Pavbhaji,"Snacks, Beverages",3.7,23 MINS,200 FOR TWO
3123,Hotel Shreya,North Indian,--,31 MINS,300 FOR TWO
3124,Khavaiye,"Fast Food, Chaat, Pizzas, Beverages",--,35 MINS,300 FOR TWO
3125,Amrut Baker's House & Cake Shop,Bakery,--,25 MINS,350 FOR TWO
3126,Chai Coffee Charcha,"Chinese, Pizzas, Pastas, Beverages, Desserts, Biryani",3.8,32 MINS,300 FOR TWO
3127,Good luck cafe,"North Indian, Kebabs, Snacks",3.9,27 MINS,300 FOR TWO
3128,Hotel Krushnai,Indian,2.8,25 MINS,200 FOR TWO
3129,Munchies Asian Food,"Chinese, Beverages",--,31 MINS,300 FOR TWO
3130,Amruta Pure Veg,"South Indian, North Eastern, Chinese, Beverages",--,26 MINS,200 FOR TWO
3131,Friends Point,"Chinese, Biryani",--,27 MINS,200 FOR TWO
3132,HOTEL ROYAL INN,"Indian, Chinese, North Indian, Tandoor",--,28 MINS,600 FOR TWO
3133,NISARG PRATHA HOUSE,North Indian,--,-- MINS,300 FOR TWO
3134,NS SNACKS,"Snacks, Maharashtrian",--,-- MINS,150 FOR TWO
3135,PUNERI VEG NONVEG,"North Indian, South Indian, Fast Food, Snacks",--,-- MINS,200 FOR TWO
3136,Ribbons & Balloons,Bakery,--,-- MINS,500 FOR TWO
3137,Kekiz The Cake Shop,Bakery,--,-- MINS,600 FOR TWO
3138,Kokan katta,"Thalis, North Indian, Seafood, Biryani",--,-- MINS,400 FOR TWO
3139,Hotel S9,"Chinese, Thalis, Indian, Biryani",--,-- MINS,200 FOR TWO
3140,The Coffee Club,"Beverages, Fast Food, Pizzas",--,-- MINS,250 FOR TWO
3141,NISHANT CAFE & ICE CREME PARLOR,Indian,--,-- MINS,200 FOR TWO
3142,Meat Me,"Fast Food, Continental, Beverages",--,-- MINS,250 FOR TWO
3143,Dairy Day Ice Creams,Ice Cream,--,-- MINS,200 FOR TWO
3144,A-1 Chinese Corner,Chinese,3.3,-- MINS,300 FOR TWO
3145,Famous Restaurant,"North Indian, Biryani",--,-- MINS,500 FOR TWO
3146,SWAD KITCHEN,"North Indian, Thalis",--,-- MINS,200 FOR TWO
3147,Mauli Missal Assal Kolhapuri,"Snacks, Maharashtrian",--,-- MINS,100 FOR TWO
3148,Aapla Chaha & Snacks Center,"Snacks, Beverages",--,-- MINS,100 FOR TWO
3149,Jyoti Wadapav Center,"Snacks, Indian",--,-- MINS,200 FOR TWO
3150,CHAMMANTHIS,South Indian,3.5,-- MINS,200 FOR TWO
3151,Cafe Couple,"Burgers, Pizzas, Fast Food",--,-- MINS,300 FOR TWO
3152,Hotel Aryan Food Plaza,"North Indian, Chinese, Kebabs",--,-- MINS,500 FOR TWO
3153,kaware icecrim &mastani,"Ice Cream, Desserts",--,-- MINS,150 FOR TWO
3154,Morya Hotel,"Snacks, Maharashtrian",--,-- MINS,200 FOR TWO
3155,NS SNACKS,"Snacks, Maharashtrian",--,-- MINS,150 FOR TWO
3156,Ribbons & Balloons,Bakery,--,-- MINS,500 FOR TWO
3157,Kekiz The Cake Shop,Bakery,--,-- MINS,600 FOR TWO
3158,Kokan katta,"Thalis, North Indian, Seafood, Biryani",--,-- MINS,400 FOR TWO
3159,Cafe Lifeline,"Fast Food, Beverages",--,-- MINS,350 FOR TWO
3160,Golden Jazz Cafe,"Beverages, Italian, Fast Food, Chinese, Snacks",--,-- MINS,150 FOR TWO
3161,THE MOMO PANDA,Indian,4.2,26 MINS,200 FOR TWO
3162,Vishal Food Service,"Indian, Maharashtrian",--,27 MINS,20 FOR TWO
3163,Chawadi,"North Indian, Chinese, Seafood, Punjabi",3.9,32 MINS,400 FOR TWO
3164,Foodland,"North Indian, Salads",4.1,36 MINS,400 FOR TWO
3165,CHOPSTIX,"Street Food, Chinese, Indian",--,38 MINS,300 FOR TWO
3166,Kunal Restaurant and Bar,"Chinese, North Indian",3.5,31 MINS,200 FOR TWO
3167,Lai Bhari Laturkar,"Maharashtrian, North Indian, Chinese",4.2,32 MINS,500 FOR TWO
3168,Swadesh Dine,"North Indian, Chinese, Biryani, Snacks, Indian",--,26 MINS,200 FOR TWO
3169,Hotel Jai Malhar,North Indian,4.2,27 MINS,250 FOR TWO
3170,Kalra's Kitchen,"Chinese, Indian",--,36 MINS,350 FOR TWO
3171,Royal Maharashtrian Biryanis,"Biryani, Combo",--,27 MINS,400 FOR TWO
3172,The Egg Corner Pimpri,Indian,--,32 MINS,200 FOR TWO
3173,Shree Mahadeva Hyderabadi Dosa House,"South Indian, Indian",--,36 MINS,300 FOR TWO
3174,Shree Ganesh Restaurant Pure Veg,"North Indian, Chinese, South Indian",4.3,27 MINS,500 FOR TWO
3175,Sheetal Refreshment,"North Indian, Chinese, South Indian, Beverages",4.0,23 MINS,450 FOR TWO
3176,Vaishnu Hotel,"Chinese, North Indian",3.6,27 MINS,400 FOR TWO
3177,The Chaat Express,"Chaat, Snacks, Burgers, Beverages",--,47 MINS,300 FOR TWO
3178,Thali Wala,North Indian,--,43 MINS,500 FOR TWO
3179,Kasturi,"Indian, North Indian, South Indian, Punjabi, Hyderabadi, Jain, Biryani, Maharash...",3.6,43 MINS,150 FOR TWO
3180,HOTEL NISARG,"North Indian, Thalis",--,38 MINS,500 FOR TWO
3181,VAGHESHWAR PURE VEG,"Punjabi, Snacks, Fast Food",--,45 MINS,300 FOR TWO
3182,My crush caffe,"Burgers, Fast Food, Pizzas, Beverages",--,40 MINS,200 FOR TWO
3183,ALBELI KITCHEN,"North Indian, Fast Food, Snacks",--,45 MINS,200 FOR TWO
3184,Pal Dhaba,"Indian, Chaat, Sweets",--,42 MINS,150 FOR TWO
3185,Tandoor House Restaurant,"Chinese, Fast Food, Biryani, Beverages, Desserts",--,42 MINS,300 FOR TWO
3186,Someshwar Bhel Wagholi,"South Indian, North Indian",4.2,37 MINS,300 FOR TWO
3187,A J SNACKS,"Snacks, Indian",--,42 MINS,150 FOR TWO
3188,Great Indian Khichdi by EatFit,"Indian, Home Food, Healthy Food, Snacks",4.5,36 MINS,200 FOR TWO
3189,Bluecherry Family Resto & Bar,"Indian, Chinese, Seafood, Beverages",--,45 MINS,400 FOR TWO
3190,Hotel Advika,Chinese,--,42 MINS,300 FOR TWO
3191,EatFit,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",4.1,37 MINS,270 FOR TWO
3192,DELHI SOYA CHAAP,"North Indian, Snacks",--,36 MINS,300 FOR TWO
3193,Hyderabadi Spice,"Biryani, Mughlai, North Indian, Chinese",4.1,30 MINS,500 FOR TWO
3194,Hotel Annapurna	,"South Indian, Indian, Thalis",--,19 MINS,500 FOR TWO
3195,The Cheesy Bond,Beverages,4.3,26 MINS,250 FOR TWO
3196,MM Restaurant,"Indian, Chinese",4.0,30 MINS,200 FOR TWO
3197,Kimling,"Chinese, Seafood, Thai, Pan-Asian, Desserts",4.3,33 MINS,500 FOR TWO
3198,Hotel RadhaKrishna World Of Veg,"North Indian, South Indian, Desserts, Street Food, Beverages",3.9,23 MINS,350 FOR TWO
3199,Faasos' Signature Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",4.0,25 MINS,350 FOR TWO
3200,TGC : The Gargi's Cafe,"Fast Food, Mexican, Beverages, Desserts",--,24 MINS,300 FOR TWO
3201,Pokket Cafe,Cafe,4.1,28 MINS,350 FOR TWO
3202,Mothers Canteen,"Home Food, Thalis, North Indian, Chinese",--,28 MINS,400 FOR TWO
3203,Hyderabadi Zaika Caterers,North Indian,--,22 MINS,150 FOR TWO
3204,DESI HANDI,"North Indian, Chinese",--,29 MINS,400 FOR TWO
3205,Momo's Hut,Chinese,4.3,19 MINS,100 FOR TWO
3206,Sangeeta Dabeli,Fast Food,4.2,22 MINS,100 FOR TWO
3207,Shree Chinese & Momos	,Chinese,--,23 MINS,400 FOR TWO
3208,Mama's Momo & Chinese	,Chinese,--,24 MINS,400 FOR TWO
3209,Mamma Mia Pizzeria,Pizzas,--,49 MINS,300 FOR TWO
3210,HOTEL ROYAL INN,"Indian, Chinese, North Indian, Tandoor",--,45 MINS,600 FOR TWO
3211,HOTEL MARATHA ROYAL DARBAR,Indian,--,49 MINS,600 FOR TWO
3212,Kesar Restaurant,"North Indian, Chinese, South Indian",3.2,42 MINS,500 FOR TWO
3213,Ocean Spice,"North Indian, Fast Food, Mughlai",4.0,48 MINS,500 FOR TWO
3214,ROYAL TREAT CAFE,"North Indian, Snacks",--,52 MINS,300 FOR TWO
3215,THE WOK MASTER,Chinese,--,52 MINS,400 FOR TWO
3216,Tanu's Kitchen,"Indian, Biryani",--,60 MINS,250 FOR TWO
3217,Deli Treats,"Biryani, Chinese",--,-- MINS,200 FOR TWO
3218,Mayur Misal,"Street Food, Snacks, Desserts",3.8,-- MINS,200 FOR TWO
3219,NAADBRAMHA IDLI,South Indian,4.0,-- MINS,100 FOR TWO
3220,Anna Vanna,South Indian,--,-- MINS,100 FOR TWO
3221,Neha's Yummy Cafe,Fast Food,--,27 MINS,250 FOR TWO
3222,Aatithya,"North Indian, Chinese, Tandoor, Fast Food, Beverages",--,27 MINS,350 FOR TWO
3223,Granny Ammaas Cake,"Desserts, Bakery",3.7,30 MINS,300 FOR TWO
3224,Rolls Mania,Fast Food,4.3,28 MINS,200 FOR TWO
3225,Malhar Khanaval,"Maharashtrian, Thalis, Biryani, Indian, Beverages, Seafood",3.2,22 MINS,200 FOR TWO
3226,Haldiram's Restaurant,"Chaat, North Indian, South Indian, Fast Food, Beverages, Desserts",4.3,26 MINS,300 FOR TWO
3227,Hotel Yatrik,"Indian, South Indian",4.0,30 MINS,500 FOR TWO
3228,Bamboo House,"Mughlai, North Indian, Continental",4.4,27 MINS,1000 FOR TWO
3229,Sukanta,Maharashtrian,3.9,26 MINS,700 FOR TWO
3230,Rajeshwari Snacks,"Snacks, South Indian, Beverages",--,27 MINS,200 FOR TWO
3231,The Momo Panda,"Fast Food, Tibetan",4.2,30 MINS,200 FOR TWO
3232,Firangi Bake,"Italian, Mexican, Pastas",4.3,29 MINS,400 FOR TWO
3233,Nawabi Zaika,"Chinese, North Indian, Biryani",3.5,24 MINS,550 FOR TWO
3234,Poona Cafe,"North Indian, Chinese, South Indian",4.4,29 MINS,200 FOR TWO
3235,Red Panda Chinese,Chinese,--,31 MINS,200 FOR TWO
3236,Hotel Atithi Pure Veg,"Chinese, Indian, Tandoor, Snacks, Beverages",--,27 MINS,380 FOR TWO
3237,Arabian Mandi,"Arabian, Mughlai, North Indian, Biryani",4.0,28 MINS,600 FOR TWO
3238,Royal Treat,"North Indian, Kebabs, Mughlai, Chinese",--,25 MINS,350 FOR TWO
3239,Shahi Darbar,"Indian, Fast Food, Chinese",--,23 MINS,1000 FOR TWO
3240,Mughal Sarai,"Mughlai, North Indian, Chinese",4.5,34 MINS,700 FOR TWO
3241,Haldiram's Sweets and Namkeen,Sweets,4.4,23 MINS,200 FOR TWO
3242,Desi Chulhaa,Indian,4.3,21 MINS,300 FOR TWO
3243,NEW AFGHAN ZAIKA,"Afghani, North Indian, Biryani, Snacks",3.8,23 MINS,350 FOR TWO
3244,Golden Bakery,Bakery,--,23 MINS,200 FOR TWO
3245,Sunny's Kitchen,"Chinese, Indian, North Indian",--,19 MINS,200 FOR TWO
3246,CakeZone,"Bakery, Desserts, Sweets, Ice Cream",4.2,29 MINS,400 FOR TWO
3247,The Belgian Waffle Co.,"Waffle, Desserts, Ice Cream, Beverages",4.5,28 MINS,200 FOR TWO
3248,Mohammadiya Snacks Center,"Snacks, Indian, Chinese, Arabian, Beverages",--,32 MINS,300 FOR TWO
3249,Dessertto Cakes & Ice Creams,"Desserts, Bakery, Ice Cream, Beverages, Sweets",3.8,28 MINS,400 FOR TWO
3250,New Cake Town	,Bakery,--,29 MINS,600 FOR TWO
3251,Zaffran,"Indian, Chinese, Arabian",--,44 MINS,400 FOR TWO
3252,The Hungry Tongue,"Chinese, Fast Food",--,23 MINS,300 FOR TWO
3253,CFC,Chinese,3.8,23 MINS,300 FOR TWO
